번호,기관명,주소,Latitude,Longitude,사무실 연락처,비상생리대비치여부
246,서울문화재단_서울예술치유허브_종료예정,서울특별시 성북구 회기로 3길 17,37.5921727,127.0370778,02-943-9300,Y
247,서울문화재단_시민청,서울특별시 중구 세종대로 110,37.5663797,126.9777154,02-739-5817,Y
248,서울상상나라,서울특별시 광진구 능동로 216,37.549363,127.0818126,02-6450-9547,Y
249,서울새활용플라자,서울특별시 성동구 자동차시장길 49,37.5585626,127.0582435,02-2153-0485,Y
250,서울시립대학교,서울특별시 동대문구 서울시립대로 163,37.583383,127.0593032,02-6490-6411,Y
251,서울시설공단,서울특별시 성동구 청계천로 540,37.5715745,127.0360254,02-2290-6182,Y
252,서울시설공단_장충체육관,서울특별시 중구 동호로 241,37.5581465,127.0065932,02-2128-2816,Y
253,서울시청년일자리센터,"서울특별시 중구 삼일대로 363, 1층",37.5673064,126.9867527,02-731-9571,Y
254,서울주택도시공사,서울특별시 강남구 개포로 621,37.4941483,127.07879,02-3410-7160,Y
255,서울청년센터_금천,"서울특별시 금천구 가산디지털1로 168, A동 612호",37.4798346,126.8824997,070-8865-5002,Y
256,서울청년센터_은평_오랑,"서울특별시 은평구 통일로 67길 9, A동 2층",37.6107442,126.9282959,02-351-3711,Y
257,서울하우징랩,서울특별시 영등포구 영신로 183,37.5240564,126.9018363,02-2135-5699,Y
258,서울혁신파크,서울특별시 은평구 통일로 684,37.6084167,126.9337532,070-4771-0099,Y
259,서울혁신파크_청년청,서울특별시 은평구 통일로 684,37.6084167,126.9337532,,Y
260,엔젤공방허브센터_강동구청소속_여성,서울특별시 강동구 성안로 108,37.5330412,127.1334126,02-3425-5828,Y
261,영등포문화재단,서울특별시 영등포구 국회대로 596,37.525969,126.9000964,02-2629-2252,Y
262,중구문화재단_충무아트센터,서울특별시 중구 퇴계로 387,37.5660139,127.0148131,02-2230-6623,Y
263,중랑구시설관리공단_묵동다목적체육관,서울특별시 중랑구 숙선옹주로 66,37.6144169,127.0842018,02-949-6464,Y
264,중랑구시설관리공단_신내다목적체육관,서울특별시 중랑구 신내로21길 115-14,37.6112146,127.0894479,02-949-6464,Y
265,청년교류공간,서울특별시 마포구 방울내로5길 42,37.5610854,126.9004303,02-338-7965,Y
