"번호","구분","화장실명","소재지도로명주소","Latitude","Longitude","소재지지번주소","남녀공용화장실여부","남성용-대변기수","남성용-소변기수","남성용-장애인용대변기수","남성용-장애인용소변기수","남성용-어린이용대변기수","남성용-어린이용소변기수","여성용-대변기수","여성용-장애인용대변기수","여성용-어린이용대변기수","관리기관명","전화번호","개방시간","설치연월","WGS84위도","WGS84경도","화장실소유구분","화장실설치장소유형","오물처리방식","비상벨설치여부","비상벨설치장소","화장실입구CCTV설치유무","기저귀교환대유무","기저귀교환대장소","리모델링연월","데이터기준일자"
"1354","공중화장실","중구문화원","서울특별시 중구 청계천로 86","37.5673064","126.9867527","장교동 1","N","1","1","0","0","0","0","1","0","0","중구문화원","02-771-3001","09:00~18:00","","","","지방자치단체","관광·체육시설","수세식","N","없음","N","N","없음","","2021-05-13"
"84","개방화장실","4.19도서관","서울 종로구새문안로17(평동 166)","37.5673015","126.9676804","","N","2","3","0","0","0","0","2","0","0","4.19도서관","","08:00-22:00","","","","민간","공공용시설","수세식","N","없음","N","N","없음","","2023-02-16"
"1194","공중화장실","훈련원근린공원","서울특별시 중구  을지로 227","37.5672983","127.0037006","을지로5가 40-3","N","2","3","1","0","0","0","5","1","0","중구청 공원녹지과","02-3396-5855","00:00~24:00","","","","지방자치단체","기타","수세식","Y","여자화장실","N","N","없음","","2021-05-13"
"1255","공중화장실","훈련원공원주차장 지하 1층 동측","서울특별시 중구 을지로 227","37.5672983","127.0037006","을지로5가 40-3","N","3","3","0","0","0","0","4","1","0","서울시설공단 주차시설운영처","02-3405-4596","00:00~24:00","","37.56674850880","127.0030304422","공공기관","기타","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","N","없음","","2022-03-14"
"1256","공중화장실","훈련원공원주차장 지하 1층 중앙","서울특별시 중구 을지로 227","37.5672983","127.0037006","을지로5가 40-3","N","3","3","0","0","0","0","11","1","0","서울시설공단 주차시설운영처","02-3405-4596","00:00~24:00","","37.56738819834","127.0027710557","공공기관","기타","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","N","없음","","2022-03-14"
"1373","공중화장실","훈련원공원 공영주차장","서울특별시 중구 을지로 227","37.5672983","127.0037006","을지로5가 40-3","N","1","3","0","0","0","0","2","0","0","서울시설관리공단","02-3405-4596","정시","","","","공공기관","기타","수세식","N","없음","N","Y","여자화장실","","2021-05-13"
"1299","개방화장실","통일상가","서울특별시 중구 을지로35길 12","37.5672852","127.0008607","을지로5가 17-1","N","4","3","0","0","0","0","4","0","0","통일상가 관리팀","02-2269-1969","00:00~24:00","","","","민간","기타","수세식","Y","여자화장실","N","N","없음","","2021-05-13"
"1315","개방화장실","최가빌딩","서울특별시 중구 충무로 67","37.5672689","126.992275","을지로3가 175","N","2","2","0","0","0","0","1","0","0","최가빌딩","02-2274-8404","정시","","","","민간","기타","수세식","Y","여자화장실","N","N","없음","","2021-05-13"
"1278","개방화장실","대림상가","서울특별시 중구 을지로 157","37.5670859","126.9954333","산림동 207-2","N","5","5","0","0","0","0","3","0","0","대림상가 관리실","02-2278-5191","정시","","","","민간","기타","수세식","Y","여자화장실","N","N","없음","","2021-05-13"
"428","공중화장실","답십리역(5)","서울특별시 성동구 용답동 99 답십리역","37.567072","127.052382","서울특별시 성동구 용답동 99 답십리역","N","4","6","0","0","0","0","10","0","0","서울교통공사","","24시간","","","","지방자치단체","교통시설","수세식","Y","","N","N","없음","","2020-06-30"
"1730","공중화장실","복주물약수터","서울 서대문구 북아현로 134-7","37.5670144","126.9518675","북아현동 1-818 뒤 동측 방향 골목길","N","1","1","0","0","0","0","2","0","0","서울특별시  서대문구청","02-330-1708","24시간","2011-11","","","지방자치단체","공공용시설","수세식","N","없음","Y","N","없음","","2022-03-21"
"503","개방화장실","성동현대주유소","서울특별시 성동구 마장로 311, 신원주유소 (마장동)","37.5669759","127.0437017","서울특별시 성동구 마장동 771-6 신원주유소","N","1","1","0","0","0","0","1","0","0","청소행정과 민간개방","","05~24시간","","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2020-09-22"
"1245","공중화장실","을지로119안전센터","서울특별시 중구 을지로45길 43","37.5669375","127.0120174","신당동 251-7","N","6","6","0","0","0","0","2","0","0","을지로119안전센터","02-2235-0119","00:00~24:00","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"1251","공중화장실","동대문지상상가 1층","서울특별시 중구 마장로 22","37.5669375","127.0120174","신당동 251-7","N","0","0","1","0","0","0","8","1","0","서울시설공단 주차시설운영처","02-3405-4033","00:00~24:00","","","","공공기관","기타","수세식","N","없음","Y","N","없음","","2021-05-13"
"1252","공중화장실","동대문지상상가 2층","서울특별시 중구 마장로 22","37.5669375","127.0120174","신당동 251-7","N","2","5","1","0","0","0","5","1","0","서울시설공단 주차시설운영처","02-3405-4033","00:00~24:00","","","","공공기관","기타","수세식","N","없음","Y","N","없음","","2021-05-13"
"1253","공중화장실","동대문지상상가 3층","서울특별시 중구 마장로 22","37.5669375","127.0120174","신당동 251-7","N","2","5","1","0","0","0","4","1","0","서울시설공단 주차시설운영처","02-3405-4033","00:00~24:00","","","","공공기관","기타","수세식","N","없음","Y","N","없음","","2021-05-13"
"1254","공중화장실","동대문지상상가 B1층","서울특별시 중구 마장로 22","37.5669375","127.0120174","신당동 251-7","N","2","3","0","0","0","0","6","1","0","서울시설공단 주차시설운영처","02-3405-4033","00:00~24:00","","","","공공기관","기타","수세식","N","없음","N","N","없음","","2021-05-13"
"456","공중화장실","마장체육공원","마장동 802-2","37.5668785","127.0469188","마장동 802-2","N","1","1","0","0","0","0","2","0","0","청소과 공중화장실","","24시간","2016-12","37.56970249","127.0451512","지방자치단체","관광·체육시설","수세식","Y","여자화장실","N","N","없음","","2020-06-30"
"556","개방화장실","정호주유소","서울특별시 성동구 고산자로 303 (마장동)","37.5668696","127.0363928","서울특별시 성동구 마장동 573-1","N","1","1","0","0","0","0","1","0","0","청소행정과 민간개방","","24시간","","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2020-09-17"
"4052","개방화장실","동대문구체육센터","서울특별시 동대문구 장안벚꽃로 67(장안동)","37.5668194","127.0739112","","N","4","6","0","0","0","0","3","0","0","동대문구청","","06:00~22:00","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2022-12-31"
"4072","공중화장실","장평근린공원","서울특별시 동대문구 장안벚꽃로 77","37.5668194","127.0739112","","N","3","5","0","0","0","0","5","1","0","동대문구청 공원녹지과","","상시","","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+여자화장실","N","Y","여자화장실","2020-12","2022-12-31"
"4234","공중화장실","롯데몰 김포공항점","서울특별시 강서구 하늘길 38","37.5667733","126.8025118","서울특별시 강서구 방화동 886","N","4","5","0","0","0","0","9","0","0","롯데몰 김포공항점","02-6116-4000","10:30~22:00","2011-07","","","민간","기타","수세식","N","없음","N","N","없음","","2023-03-06"
"4091","공중화장실","답십리현대시장 고객센터","서울특별시 동대문구 답십리동 967-5","37.5667363","127.0586229","","N","2","2","1","0","0","0","3","1","0","동대문구청 청소행정과","02-2127-4612","24시간","","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2022-12-31"
"3960","개방화장실","현대썬앤빌 청계","서울특별시 동대문구 고미술로 71(답십리동)","37.5666949","127.0539611","","N","1","2","1","0","0","0","2","1","0","현대썬앤빌 청계","02-6365-5800","24시간","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-12-31"
"4260","공중화장실","방화2동주민센터 화장실","서울특별시 강서구 개화동로23길 20","37.5666818","126.8067274","서울특별시 강서구 방화동 645-11","N","2","4","0","1","0","0","4","0","0","강서구 방화2동 주민센터","02-2600-5206","09:00~18:00","1978-06","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","2015-02","2023-03-06"
"443","공중화장실","성동구립용답도서관","서울특별시 성동구 용답중앙3길 10, 성동구립용답도서관 (용답동)","37.566675","127.0512957","서울특별시 성동구 용답동 95-1 성동구립용답도서관","N","4","5","1","1","1","1","9","1","1","성동문화재단","","06~22시","","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2020-09-16"
"1177","공중화장실","을지로동주민센터","서울특별시 중구 충무로9길 19","37.5666581","126.9913357","을지로3가 65-13","N","2","2","0","0","0","0","2","0","0","을지로동주민센터","02-3396-6680","08:00~21:00","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2021-05-13"
"1217","공중화장실","을지로입구역(2) 화장실","서울특별시 중구 을지로 지하 42","37.5665899","126.9982939","을지로1가 100-1","N","5","6","0","0","0","1","11","0","0","서울교통공사","02-6110-2021","05:00~24:00","","37.56627898502","126.9820007404","공공기관","교통시설","수세식","Y","장애인화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-11"
"1218","공중화장실","을지로3가역(2) 화장실","서울특별시 중구 을지로 지하 106","37.5665899","126.9982939","을지로3가 347-3","N","5","8","0","0","0","1","13","0","0","서울교통공사","02-6110-2031","05:00~24:00","","37.56638258472","126.9902132269","공공기관","교통시설","수세식","Y","장애인화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-11"
"1219","공중화장실","을지로4가역(2) 화장실","서울특별시 중구 을지로 지하 178","37.5665899","126.9982939","을지로4가 267-1","N","6","4","0","0","0","1","11","0","0","서울교통공사","02-6110-2041","05:00~24:00","","37.56671839211","126.9965494557","공공기관","교통시설","수세식","Y","장애인화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-11"
"1220","공중화장실","동대문역사문화공원역(2) 화장실","서울특별시 중구 을지로 지하 279","37.5665899","126.9982939","을지로7가 112-3","N","6","8","0","0","0","1","20","0","0","서울교통공사","02-6110-2051","05:00~24:00","","37.56595579872","127.0084956269","공공기관","교통시설","수세식","Y","장애인화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-11"
"1222","공중화장실","을지로3가역(3) 화장실","서울특별시 중구 을지로 지하 129","37.5665899","126.9982939","을지로3가 282-8","N","2","4","0","0","0","1","6","0","0","서울교통공사","02-6110-3301","05:00~24:00","","37.56665019650","126.9942277134","공공기관","교통시설","수세식","Y","장애인화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-11"
"1375","공중화장실","시청A 지하상가","서울특별시 중구 을지로 지하12","37.5665899","126.9982939","을지로1가 50-1","N","2","3","0","0","0","0","2","0","0","서울시설공단 상가운영처","02-2290-6391","06:00~24:00","","37.56605469850","126.9787858557","공공기관","기타","수세식","Y","남자화장실+여자화장실","Y","Y","여자화장실","","2022-03-14"
"1376","공중화장실","을지입구 지하상가","서울특별시 중구 을지로 지하58","37.5665899","126.9982939","을지로2가 9-7","N","2","2","0","0","0","0","4","0","0","서울시설공단 상가운영처","02-2290-6538","06:00~24:00","","37.56634311023","126.9839632981","공공기관","기타","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","여자화장실","","2022-03-14"
"1377","공중화장실","을지3구역 지하상가","서울특별시 중구 을지로 지하131","37.5665899","126.9982939","을지로3가 282-8","N","2","2","1","0","0","0","4","1","0","서울시설공단 상가운영처","02-2290-6392","06:00~24:00","","37.56668421321","126.9942169846","공공기관","기타","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","여자화장실","","2022-03-14"
"1378","공중화장실","을지4구역A 지하상가","서울특별시 중구 을지로 지하218","37.5665899","126.9982939","을지로5가 35-6","N","2","2","0","0","0","0","4","0","0","서울시설공단 상가운영처","02-2290-6393","06:00~24:00","","37.56699130379","127.0033663404","공공기관","기타","수세식","Y","남자화장실+여자화장실","Y","Y","여자화장실","","2022-03-14"
"1379","공중화장실","을지4구역B 지하상가","서울특별시 중구 을지로 지하218","37.5665899","126.9982939","을지로5가 35-6","N","2","2","1","0","0","0","3","1","0","서울시설공단 상가운영처","02-2290-6393","06:00~24:00","","37.56699130379","127.0033663404","공공기관","기타","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","여자화장실","","2022-03-14"
"1408","공중화장실","시청B 지하상가","서울특별시 중구 을지로 지하12, 시청광장지하쇼핑센터 (을지로1가)","37.5665899","126.9982939","서울특별시 중구 을지로1가 50-1 시청광장지하쇼핑센터","N","2","2","0","1","0","0","4","0","0","서울시설공단 지하도상가관리소","02-2290-6391","05:00~24:00","","37.56605469850","126.9787858557","지방자치단체","기타","수세식","Y","남자화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-14"
"3150","개방화장실","현대자동차 개포점","서울특별시","37.566535","126.9779692","","N","3","0","0","0","0","0","0","0","0","개인","","07:00~18:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-28"
"2043","공중화장실","중랑천제방1","서울특별시 광진구 동일로 399-1","37.5665093","127.0772385","","N","1","2","1","0","0","0","2","1","0","광진구 청소과","02-450-1375","00:00~00:00","","","","지방자치단체","기타","수세식","Y","장애인화장실+여자화장실","N","N","없음","","2022-01-21"
"4248","공중화장실","공항시장역","서울특별시 강서구 방화동로 지하30","37.5665057","126.8112728","서울특별시 강서구 공항동 산20-2","N","3","3","1","0","0","0","9","1","0","서울시메트로9호선㈜","02-2656-0903","05:00~24:00","2009-08","","","민간","교통시설","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2023-03-06"
"4090","공중화장실","제1체육공원","서울특별시 동대문구 장안1동 481-5(구민회관앞 제방)","37.566478","127.073994","","N","1","1","0","0","0","0","2","0","0","동대문구청 청소행정과","02-2127-4612","24시간","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2022-12-31"
"2547","개방화장실","시립서부노인전문요양센터","서울특별시 마포구 월드컵로36길 15, 서부노인전문요양센터 1층 (성산동)","37.5664463","126.9023601","서울특별시 마포구 성산동 370 서부노인전문요양센터","N","2","2","1","1","0","0","4","1","0","시립서부노인전문요양센터","02-350-0713","09~18","","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","N","없음","","2022-11-24"
"1232","공중화장실","을지지구대","서울특별시 중구 을지로 234","37.5664371","127.0039294","을지로5가 72-1","N","1","1","0","0","0","0","2","0","0","을지지구대","02-2279-1908","정시","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"1366","공중화장실","서울시청 본관 B1층 시민청 외부","서울특별시 중구 세종대로 110","37.5663797","126.9777154","태평로1가 31","N","3","3","1","1","1","0","10","1","1","서울시 총무과","02-2133-5662","07:00~22:00","","37.56660929254","126.9777261269","지방자치단체","공공용시설","수세식","Y","여자화장실+남자화장실","N","Y","남자화장실+여자화장실","","2022-03-14"
"4154","공중화장실","비둘기어린이공원","서울특별시 강서구 허준로 230","37.5663665","126.8522684","서울특별시 강서구 가양3동 1489-1","N","3","3","0","0","0","0","3","0","0","강서구청 공원녹지과","02-2600-4186","24시간","1994-01","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+남자화장실+여자화장실","N","N","없음","","2023-03-06"
"4157","공중화장실","아름어린이공원","서울특별시 강서구 허준로 64","37.5663665","126.8522684","서울특별시 강서구 가양1동 1465","N","3","3","0","0","0","0","3","0","0","강서구청 공원녹지과","02-2600-4186","24시간","2016-01","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+남자화장실+여자화장실","N","N","없음","","2023-03-06"
"4158","공중화장실","나들이어린이공원","서울특별시 강서구 허준로 9","37.5663665","126.8522684","서울특별시 강서구 가양1동 1459-1","N","3","3","0","0","0","0","3","0","0","강서구청 공원녹지과","02-2600-4186","24시간","2016-01","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+남자화장실+여자화장실","N","N","없음","","2023-03-06"
"528","공중화장실","마장동주민센터","서울특별시 성동구 마장로42길 11, 마장동주민센터 (마장동)","37.5662814","127.0453926","서울특별시 성동구 마장동 780-2 마장동주민센터","N","2","2","1","1","0","0","2","1","0","주민센터","","09~18시","","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2020-09-22"
"158","공중화장실","서대문역(5)","서울특별시 종로구 평동 210 서대문역","37.5661698","126.9669625","","N","5","7","0","0","0","0","6","0","0","서울교통공사","","05~24","","","","공공기관","교통시설","수세식","Y","","Y","Y","","","2020-06-25"
"1238","공중화장실","을지로3가파출소","서울특별시 중구 충무로 56-1","37.5661383","126.9928245","을지로3가 291-50","Y","1","1","0","0","0","0","0","0","0","을지로3가파출소","02-2266-2404","정시","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"4007","공중화장실","장안1제방","서울특별시 동대문구 장안1동 481-5(삼성래미안1차앞 제방)","37.5661231","127.0741689","","N","1","1","0","0","0","0","1","0","0","동대문구청 청소행정과","02-2127-4612","24시간","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2022-12-31"
"4089","공중화장실","장평교","서울특별시 동대문구 장안1동 481-3(장평교옆 제방)","37.5661231","127.0741689","","N","1","1","0","0","0","0","2","0","0","동대문구청 청소행정과","02-2127-4612","24시간","","","","지방자치단체","공공용시설","수세식","Y","여자화장실","N","N","없음","","2022-12-31"
"451","공중화장실","자전거체험학습장","마장동 811","37.5661104","127.0470961","마장동 811","N","1","1","0","0","0","0","2","0","0","청소과 공중화장실","","24시간","2012-06","37.55396863","127.0468217","지방자치단체","관광·체육시설","수세식","Y","여자화장실","N","N","없음","","2020-06-30"
"559","개방화장실","왕십리천주교회","서울특별시 성동구 무학로10길 21, 왕십리천주교회 (홍익동)","37.5660906","127.0335741","서울특별시 성동구 홍익동 236 왕십리천주교회","N","2","2","0","0","0","0","2","0","0","청소행정과 민간개방","","24시간","","","","민간","기타","수세식","N","없음","N","N","없음","","2020-09-22"
"2640","개방화장실","마포구청 화장실","서울특별시 마포구 월드컵로 212, 마포구청 1층 (성산동)","37.5660739","126.9014792","서울특별시 마포구 성산동 370 마포구청","N","2","2","1","1","0","0","3","1","0","마포구청","02-3153-8234","00~24","2008-01","","","지방자치단체","공공용시설","수세식","Y","장애인화장실","Y","Y","남자화장실+여자화장실","","2022-11-24"
"453","공중화장실","마장어린이공원","마장동 780-1","37.5660735","127.0457586","마장동 780-1","N","2","2","0","0","0","0","2","1","0","청소과 공중화장실","","24시간","1980-07","37.56630371","127.0457287","지방자치단체","관광·체육시설","수세식","Y","여자화장실","N","N","없음","","2020-06-30"
"1343","공중화장실","을지로4가역(5) 화장실","서울특별시 중구 창경궁로 지하 51","37.5660599","126.9979537","을지로4가 192","N","3","4","0","0","0","0","7","0","0","서울교통공사","02-6311-5351","05:00~24:00","","37.56637129318","126.9984921404","공공기관","교통시설","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-03-11"
"427","공중화장실","마장역(5)","서울특별시 성동구 마장동 772 마장역","37.5660505","127.0429223","서울특별시 성동구 마장동 772 마장역","N","4","3","0","0","0","0","7","0","0","서울교통공사","","24시간","","","","지방자치단체","교통시설","수세식","Y","","N","N","없음","","2020-06-30"
"1548","공중화장실","구도일주유소 두꺼비 화장실","서울특별시 서대문구 성산로 312","37.5659928","126.924833","서울특별시 서대문구 연희1동 220-55","N","1","2","0","0","0","0","1","0","0","서대문구청 기후환경과","02-330-8741","00:00~24:00","","","","민간","주유소·충전소","수세식","N","없음","Y","N","없음","2018-10","2022-03-21"
"1353","공중화장실","정동극장","서울특별시 중구 정동길 43","37.5659672","126.9728593","정동 8-11","N","2","3","0","0","0","0","2","0","0","정동극장 경영관리팀","02-751-1500","09:00~18:00","","","","공공기관","관광·체육시설","수세식","N","없음","Y","Y","여자화장실","","2021-05-13"
"3957","개방화장실","제이빌딩","서울특별시 동대문구 장한로53(장안동)","37.5658734","127.0671799","","N","2","3","0","0","0","0","3","0","0","제이빌딩","22132893","09:00~22:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-12-31"
"2003","개방화장실","중원 주유소","서울특별시 광진구 동일로 398","37.5658311","127.077728","","N","1","1","0","0","0","0","1","0","0","광진구 청소과","02-450-1375","00:00~00:00","","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2022-01-21"
"1930","공중화장실","중곡역(7)","서울특별시 광진구 중곡동 273-2 중곡역","37.5657147","127.0841917","서울특별시 광진구 중곡동 273-2 중곡역","N","4","4","0","0","0","1","8","0","0","서울교통공사","02-6311-7241","05:00~24:00","","","","공공기관","교통시설","수세식","Y","장애인화장실+남자화장실+여자화장실","Y","Y","남자화장실+여자화장실","","2022-01-21"
"452","공중화장실","마장기사식당앞","서울특별시 성동구 마장로42길 25(마장동)","37.5656687","127.0466252","서울특별시 성동구 마장동 779","N","1","1","0","0","0","0","1","0","0","청소과 공중화장실","","24시간","2010-08","37.56565908","127.0467979","지방자치단체","기타","수세식","Y","여자화장실","N","N","없음","","2020-06-30"
"1293","개방화장실","신중부시장","서울특별시 중구 동호로33길 24","37.5656145","127.0008468","오장동 127-1","N","2","2","0","0","0","0","3","0","0","신중부시장","02-2273-0006","00:00~24:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2021-05-13"
"4118","개방화장실","방화주유소 개방화장실","서울특별시 강서구 방화동로 58-2","37.5655711","126.8123867","서울특별시 강서구 방화동 609-59","N","1","1","0","0","0","0","1","0","0","강서구청 자원순환과","02-2600-4072","24시간","1995-06","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2023-03-06"
"3961","개방화장실","경남빌딩","서울특별시 동대문구 장한로 52(장안동)","37.565565","127.0677124","","N","1","2","0","0","0","0","2","0","0","경남빌딩","","07:00~20:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-12-31"
"1977","개방화장실","동도자동차(영미교통)","서울특별시 광진구 용마산로 134","37.5654817","127.0870323","","N","1","1","0","0","0","0","1","0","0","광진구 청소과","02-450-1375","00:00~00:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-01-21"
"3965","개방화장실","삼성생명 장안동빌딩","서울특별시 동대문구 천호대로 401(장안동)","37.565385","127.0638694","","N","2","2","0","0","0","0","2","0","0","삼성생명 장안동빌딩","22172568","07:00~21:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-12-31"
"1082","개방화장실","롯데리아답십리점","서울특별시 성동구 천호대로 308, 인암빌딩 (용답동)","37.5652586","127.0542121","서울특별시 성동구 용답동 62-2 인암빌딩","N","1","1","0","0","0","1","2","0","0","청소행정과 민간개방","","24시","","","","민간","상업시설","수세식","N","없음","N","N","없음","","2021-02-10"
"1211","공중화장실","신당역공영주차장 화장실","서울특별시 중구 다산로44길 67","37.5652514","127.0207454","신당동 140-29","Y","1","1","0","0","0","0","0","0","0","중구시설관리공단","02-2280-8384","00:00~24:00","","","","지방자치단체","기타","수세식","N","없음","N","N","없음","","2021-05-13"
"1233","공중화장실","광희지구대","서울특별시 중구 퇴계로 375-1","37.5652296","127.0133632","신당동 250-10","N","1","1","0","0","0","0","0","0","0","광희지구대","02-2233-1444","정시","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"2541","개방화장실","마포농수산물시장화장실","서울특별시 마포구 월드컵로 235, 마포농수산물시장,마포구시설관리공단 (성산동)","37.5651596","126.89847","서울특별시 마포구 성산동 533-1 마포농수산물시장,마포구시설관리공단","N","12","15","1","1","1","0","33","1","1","마포시설관리공단","02-300-5072","09~18","","","","공공기관","상업시설","수세식","N","없음","Y","Y","여자화장실","","2022-11-24"
"1351","공중화장실","한국전력공사 서울본부","서울특별시 중구 남대문로 92","37.5651271","126.9833299","을지로2가 199-4","N","15","35","1","0","0","0","15","1","0","한국전력공사 서울본부","","09:00~18:00","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"1166","공중화장실","충무로119안전센터","서울특별시 중구 충무로11","37.5651176","126.99278","충무로3가 40-6","N","1","1","0","0","0","0","1","0","0","충무로119안전센터","02-2265-0119","00:00~24:00","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"1174","공중화장실","신당5동주민센터","서울특별시 중구 다산로44길 85","37.5650876","127.0218523","신당동 150-7","N","1","2","0","0","0","0","2","0","0","신당5동주민센터","02-3396-6830","09:00~18:00","","","","지방자치단체","공공용시설","수세식","N","없음","N","Y","남자화장실+여자화장실","","2021-05-13"
"2004","개방화장실","수경빌딩","서울특별시 광진구 동일로 388","37.5650761","127.0772811","","N","1","1","0","0","0","0","1","0","0","광진구 청소과","02-450-1375","09:00~20:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-01-21"
"1362","공중화장실","유락종합사회복지관","서울특별시 중구 퇴계로 460","37.5650538","127.0227775","신당동 160-2","N","1","2","0","0","0","0","2","0","0","중구시설관리공단","02-2235-4000","09:00~18:00","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"1235","공중화장실","신당파출소","서울특별시 중구 다산로 248","37.5650051","127.0163703","신당동 100-1","Y","1","1","0","0","0","0","0","0","0","신당파출소","02-2252-0435","정시","","","","공공기관","공공용시설","수세식","N","없음","N","N","없음","","2021-05-13"
"1556","공중화장실","㈜안국에너지 삼보주유소 화장실","서울특별시 서대문구 연희로 78","37.5649687","126.92993","서울특별시 서대문구 연희동194-32","N","1","2","0","0","0","0","1","0","0","서대문구청 기후환경과","02-330-8741","07:00~23:00","","","","민간","주유소·충전소","수세식","N","없음","Y","N","없음","1995-12","2022-03-21"
"2005","개방화장실","한양에너지","서울특별시 광진구 동일로 381","37.5649577","127.07654","","N","1","2","0","0","0","0","1","0","0","광진구 청소과","02-450-1375","00:00~00:00","","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2022-01-21"
"4156","공중화장실","무지개어린이공원","서울특별시 강서구 양천로57길 37-1","37.5649565","126.8519975","서울특별시 강서구 가양2동 1478-1","N","3","3","0","0","0","0","3","0","0","강서구청 공원녹지과","02-2600-4186","24시간","2005-01","","","지방자치단체","공공용시설","수세식","Y","장애인화장실+남자화장실+여자화장실","N","N","없음","","2023-03-06"
"4218","공중화장실","가양4종합사회복지관 2층 화장실","서울특별시 강서구 양천로57길 37","37.5649565","126.8519975","서울특별시 강서구 가양동 1478","N","2","2","1","0","0","0","3","1","0","가양4종합사회복지관","02-2668-6689","09:00~18:00","1992-06","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2023-03-06"
"4219","공중화장실","가양4종합사회복지관 화장실","서울특별시 강서구 양천로57길 37","37.5649565","126.8519975","서울특별시 강서구 가양동 1478","N","2","2","1","0","0","0","2","1","0","가양4종합사회복지관","02-2668-6689","09:00~18:00","1992-07","","","지방자치단체","공공용시설","수세식","N","없음","N","N","없음","","2023-03-06"
"2575","개방화장실","신안빌딩 화장실","서울특별시 마포구 월드컵북로 136, 신안빌딩 1층 (성산동)","37.5649499","126.9124885","서울특별시 마포구 성산동 51-11 신안빌딩","N","2","2","0","0","0","0","2","0","0","신안빌딩","","06~22","","","","민간","기타","수세식","N","없음","N","N","없음","","2022-11-24"
"1335","공중화장실","초동주유소","서울특별시 중구 마른내로 31","37.5649444","126.9911359","초동 107-12","N","2","1","0","0","0","0","2","0","0","초동주유소","02-2266-6741","정시","","","","민간","주유소·충전소","수세식","N","없음","N","N","없음","","2021-05-13"
"1365","공중화장실","서울백병원","서울특별시 중구 마른내로 9","37.5649096","126.9887525","저동2가 85","N","1","2","0","0","0","0","2","0","0","서울백병원","02-2270-0114","09:00~18:00","","","","민간","기타","수세식","N","없음","N","N","없음","","2021-05-13"
"4226","공중화장실","등촌1종합사회복지관 1층 화장실","서울특별시 강서구 강서로68길 36","37.5648363","126.8425513","서울특별시 강서구 등촌동 687","N","3","4","0","1","0","0","3","0","0","등촌1종합사회복지관","02-2658-1010","09:00~18:00","1994-07","","","지방자치단체","공공용시설","수세식","N","없음","Y","N","없음","","2023-03-06"
